Última Medição;2018m12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Download em;2019m01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Site;http://www.ispdados.rj.gov.br/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CISP;mes;vano;mes_ano;AISP;RISP;munic;mcirc;Regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;registro_ocorrencias;fase
6;10;2011;2011m10;4;1;Rio de Janeiro;3304557;Capital;0;0;1;0;3;55;0;0;32;3;0;6;2;31;7;0;0;1;0;2;;12;64;10;19;11;12;;63;115;0;1;0;20;14;7;4;3;34;20;4;20;2;38;4;0;0;0;0;1;39;6;494;3
7;10;2011;2011m10;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;2;16;2;0;8;0;3;3;1;10;1;0;0;0;0;0;;7;25;2;4;0;0;;12;18;0;0;0;3;20;9;4;7;2;7;6;0;0;7;0;0;0;0;0;0;11;3;136;3
9;10;2011;2011m10;2;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;29;0;0;34;3;4;6;0;62;5;0;0;4;0;8;;11;103;16;43;29;20;;114;222;0;2;0;23;2;0;2;1;2;16;7;7;0;23;2;0;0;0;0;0;71;6;581;3
10;10;2011;2011m10;2;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;36;2;2;24;6;1;10;0;45;7;0;0;9;0;12;;12;102;19;43;39;48;;102;251;0;4;0;58;5;3;2;0;6;19;4;4;0;31;7;3;0;0;0;0;61;10;658;3
12;10;2011;2011m10;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;39;1;0;17;1;0;1;0;41;1;0;0;3;0;0;;28;75;5;117;29;28;;164;343;0;4;0;66;5;3;2;0;2;22;9;7;2;49;3;0;0;0;0;0;45;1;805;3
13;10;2011;2011m10;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;34;0;1;22;1;1;2;0;18;1;0;0;2;0;0;;6;31;3;63;17;29;;66;178;0;0;1;24;16;6;2;8;0;5;10;6;6;28;1;0;0;0;0;0;21;2;444;3
14;10;2011;2011m10;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;31;1;1;18;2;1;1;0;35;1;0;0;7;0;4;;14;65;7;55;46;33;;139;280;0;3;0;67;7;4;0;3;1;16;10;17;4;35;1;1;0;0;0;0;43;1;679;3
15;10;2011;2011m10;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;2;28;1;1;32;1;0;2;1;12;4;0;0;1;0;1;;13;35;2;13;13;12;;76;116;0;2;0;28;2;1;1;0;4;9;0;1;0;21;5;1;0;0;0;0;17;2;366;3
16;10;2011;2011m10;31;2;Rio de Janeiro;3304557;Capital;0;0;0;0;3;83;4;2;65;4;2;22;0;44;7;0;0;7;1;5;;17;109;46;42;24;82;;247;441;0;5;1;82;1;0;1;0;24;22;1;16;0;75;2;2;0;0;0;0;58;22;1079;3
17;10;2011;2011m10;4;1;Rio de Janeiro;3304557;Capital;0;0;0;0;2;56;1;0;75;8;0;26;3;56;11;0;0;7;0;1;;25;137;11;41;23;26;;97;198;0;2;0;12;17;3;10;4;19;23;2;15;1;42;4;0;0;0;0;0;74;26;682;3
18;10;2011;2011m10;4;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;39;0;2;29;5;1;13;1;34;4;0;0;9;0;6;;6;79;16;32;21;15;;83;167;0;1;0;31;1;0;0;1;6;16;4;9;0;37;1;0;0;0;0;0;47;13;492;3
19;10;2011;2011m10;6;1;Rio de Janeiro;3304557;Capital;1;0;0;0;1;59;5;0;18;2;1;3;6;40;3;0;0;4;0;0;;7;66;7;45;26;15;;91;184;0;2;0;52;7;5;2;0;2;24;1;24;3;68;3;1;0;0;0;1;47;3;650;3
20;10;2011;2011m10;6;1;Rio de Janeiro;3304557;Capital;0;0;0;0;4;67;0;0;26;2;0;9;2;41;1;0;0;5;0;4;;9;73;12;27;7;22;;80;148;0;1;0;37;26;24;3;0;5;18;1;17;0;54;1;0;0;0;0;0;47;9;653;3
21;10;2011;2011m10;22;1;Rio de Janeiro;3304557;Capital;3;0;2;5;6;70;4;2;75;8;2;50;11;103;58;0;0;13;0;5;;62;312;23;29;17;35;;143;247;0;1;0;32;34;7;14;14;63;47;5;34;0;69;6;0;0;0;0;10;174;50;1086;3
22;10;2011;2011m10;16;1;Rio de Janeiro;3304557;Capital;4;0;0;0;8;97;7;2;76;7;0;17;10;54;7;0;0;12;0;0;;10;117;29;54;15;50;;90;238;0;1;0;39;25;11;5;9;35;21;7;11;3;68;6;0;0;0;0;4;73;17;848;3
23;10;2011;2011m10;3;1;Rio de Janeiro;3304557;Capital;1;0;2;0;1;46;1;0;30;2;1;32;4;79;4;0;0;12;0;2;;26;162;12;44;20;39;;136;251;0;1;0;53;1;0;1;0;21;8;1;19;0;37;3;0;0;0;0;3;95;32;717;3
24;10;2011;2011m10;3;1;Rio de Janeiro;3304557;Capital;5;0;0;0;0;35;0;2;29;6;2;14;2;41;3;0;0;4;0;2;;10;84;16;7;5;5;;46;79;0;0;0;10;3;1;2;0;9;10;6;16;0;32;3;0;0;0;0;5;48;14;342;3
25;10;2011;2011m10;3;1;Rio de Janeiro;3304557;Capital;0;0;0;3;6;43;1;1;28;12;4;22;1;46;5;0;0;7;0;3;;32;132;5;11;6;15;;88;125;0;3;0;19;13;2;9;2;47;23;7;8;2;54;0;1;0;0;0;3;58;22;533;3
26;10;2011;2011m10;3;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;24;0;1;27;6;1;9;1;38;2;0;0;6;0;1;;14;78;22;16;5;20;;44;107;0;1;0;7;9;8;0;1;9;7;0;2;0;20;5;0;0;0;0;0;46;9;350;3
27;10;2011;2011m10;41;2;Rio de Janeiro;3304557;Capital;6;0;0;1;1;72;3;3;51;4;1;79;5;105;11;0;0;7;0;2;;16;230;55;20;15;23;;93;206;0;1;0;33;2;1;1;0;21;25;3;3;0;75;4;0;0;0;1;7;123;79;809;3
28;10;2011;2011m10;9;2;Rio de Janeiro;3304557;Capital;2;0;0;0;5;75;3;1;28;5;2;43;0;62;10;0;0;13;0;2;;7;144;18;18;10;23;;63;132;0;0;0;22;0;0;0;0;15;21;2;9;0;46;1;0;0;0;0;2;85;43;535;3
29;10;2011;2011m10;9;2;Rio de Janeiro;3304557;Capital;6;0;1;1;1;46;2;3;39;5;0;28;3;104;20;1;0;12;0;2;;16;191;31;81;23;11;;99;245;0;1;0;49;2;1;1;0;21;16;1;7;0;50;5;0;0;0;0;8;136;28;749;3
30;10;2011;2011m10;9;2;Rio de Janeiro;3304557;Capital;13;0;0;0;2;61;2;0;27;2;1;29;3;59;2;0;0;3;0;4;;10;113;24;9;10;21;;51;115;0;1;0;15;2;2;0;0;23;16;1;11;0;68;3;0;0;0;0;13;64;29;524;3
31;10;2011;2011m10;41;2;Rio de Janeiro;3304557;Capital;3;0;0;1;3;78;3;0;40;5;2;34;0;81;2;0;0;5;0;0;;9;138;12;13;8;10;;35;78;0;1;0;12;3;0;1;2;11;5;1;1;0;55;2;0;0;0;0;4;88;34;457;3
32;10;2011;2011m10;18;2;Rio de Janeiro;3304557;Capital;2;0;0;1;12;224;15;3;83;6;3;16;4;53;4;0;0;6;0;1;;8;101;18;48;20;47;;150;283;0;5;0;74;28;4;21;3;19;46;15;43;1;189;4;0;0;0;0;3;63;16;1267;3
33;10;2011;2011m10;14;2;Rio de Janeiro;3304557;Capital;5;1;1;1;9;100;6;3;59;5;1;41;3;75;2;0;0;10;0;8;;12;157;53;23;17;29;;73;195;0;3;0;35;12;7;6;0;31;17;3;17;0;92;6;0;0;0;0;8;87;41;820;3
34;10;2011;2011m10;14;2;Rio de Janeiro;3304557;Capital;13;0;0;1;13;148;6;6;87;11;1;84;12;156;11;0;0;8;0;3;;19;305;47;71;34;46;;151;349;0;3;1;70;31;1;22;9;56;67;8;81;0;138;15;1;0;0;0;14;175;84;1463;3
35;10;2011;2011m10;40;2;Rio de Janeiro;3304557;Capital;8;0;0;0;6;227;18;4;181;12;2;47;9;96;9;0;0;7;0;6;;13;201;34;57;26;40;;167;324;0;5;0;112;15;9;5;1;46;40;2;30;2;294;15;1;0;0;0;8;112;47;1769;3
36;10;2011;2011m10;27;2;Rio de Janeiro;3304557;Capital;6;0;1;0;3;117;26;2;64;2;2;12;3;31;4;0;0;4;0;2;;9;69;11;19;13;27;;85;155;0;3;0;21;5;2;3;0;22;5;3;10;0;131;13;1;0;0;0;7;39;12;731;3
37;10;2011;2011m10;17;1;Rio de Janeiro;3304557;Capital;1;0;0;0;1;82;3;5;44;1;2;11;3;48;5;0;0;5;1;0;;3;79;20;17;11;37;;105;190;0;1;4;35;1;0;1;0;9;17;1;14;1;59;2;1;0;0;0;1;58;11;632;3
38;10;2011;2011m10;16;1;Rio de Janeiro;3304557;Capital;2;0;0;0;4;79;1;0;34;2;2;37;7;57;14;0;0;7;0;3;;18;147;18;12;8;18;;98;154;0;1;1;29;1;0;1;0;30;26;1;7;1;75;10;0;0;0;0;2;78;37;692;3
39;10;2011;2011m10;41;2;Rio de Janeiro;3304557;Capital;6;1;0;0;8;80;6;0;74;7;0;57;19;85;35;0;0;1;0;0;;16;220;9;26;14;9;;45;103;0;2;0;18;4;1;0;3;72;9;0;8;0;52;11;0;0;0;0;7;121;57;704;3
40;10;2011;2011m10;9;2;Rio de Janeiro;3304557;Capital;5;0;1;0;3;34;1;1;27;6;1;44;8;76;11;0;0;11;0;3;;14;174;17;4;2;6;;23;52;0;0;0;8;1;0;1;0;40;10;2;1;0;36;2;0;0;0;0;6;98;44;421;3
41;10;2011;2011m10;18;2;Rio de Janeiro;3304557;Capital;0;0;0;0;0;75;3;2;43;3;0;5;0;28;0;0;0;3;0;3;;11;53;5;14;6;31;;65;121;0;6;0;30;5;3;2;0;7;15;2;14;0;78;5;0;0;0;0;0;31;5;542;3
42;10;2011;2011m10;31;2;Rio de Janeiro;3304557;Capital;4;0;0;0;3;103;2;4;62;4;0;22;1;42;0;0;0;3;1;2;;4;79;37;45;14;50;;161;307;0;4;0;36;2;0;2;0;4;18;5;4;0;105;5;3;0;0;0;4;45;22;817;3
43;10;2011;2011m10;27;2;Rio de Janeiro;3304557;Capital;2;0;0;0;2;93;7;4;75;0;0;7;0;5;5;0;0;0;0;0;;1;18;4;7;2;10;;40;63;0;2;0;11;0;0;0;0;3;7;3;3;0;80;8;1;0;0;0;2;10;7;358;3
44;10;2011;2011m10;3;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;35;1;2;24;4;0;24;5;46;11;0;0;7;0;0;;13;110;3;10;4;17;;56;90;0;0;0;8;6;3;3;1;11;9;3;4;0;28;1;0;0;0;0;0;64;24;381;3
48;10;2011;2011m10;24;3;Seropédica;3305554;Baixada Fluminense;3;0;0;0;1;46;3;2;13;1;0;3;1;0;1;0;0;0;0;0;;1;7;5;2;2;6;;18;33;0;0;0;8;5;1;4;0;2;7;0;2;0;38;3;1;0;0;0;3;1;3;194;3
50;10;2011;2011m10;24;3;Itaguaí;3302007;Baixada Fluminense;4;0;0;0;9;69;2;1;53;1;2;5;0;12;1;0;0;0;0;0;;2;23;12;15;6;6;;68;107;0;0;0;12;11;4;6;1;9;20;3;6;0;49;1;1;3;0;0;4;13;5;372;3
51;10;2011;2011m10;24;3;Paracambi;3303609;Baixada Fluminense;0;0;0;0;0;29;0;0;3;0;1;0;0;1;0;0;0;0;0;0;;1;3;0;0;0;1;;14;15;0;0;0;3;13;3;8;2;1;3;0;11;0;32;0;0;0;0;0;0;1;0;117;3
52;10;2011;2011m10;20;3;Nova Iguaçu;3303500;Baixada Fluminense;1;0;0;0;1;102;10;1;42;7;3;54;17;107;11;0;0;6;0;3;;6;214;42;83;15;19;;118;277;0;2;0;49;9;8;0;1;36;16;7;12;0;104;3;0;0;0;0;1;124;54;952;3
53;10;2011;2011m10;20;3;Mesquita;3302858;Baixada Fluminense;6;0;0;0;3;80;8;0;31;4;0;33;1;82;7;0;0;3;0;0;;2;132;16;12;5;4;;60;97;0;1;0;12;6;1;4;1;15;8;6;9;0;62;7;0;0;0;0;6;92;33;565;3
54;10;2011;2011m10;39;3;Belford Roxo;3300456;Baixada Fluminense;18;0;0;2;5;159;20;3;48;6;2;48;5;107;6;0;0;4;0;2;;13;193;14;12;12;10;;58;106;0;0;0;32;14;1;12;2;34;37;13;28;1;131;11;0;0;0;0;20;117;48;913;3
55;10;2011;2011m10;24;3;Queimados;3304144;Baixada Fluminense;8;0;0;0;1;112;13;0;29;5;0;5;1;10;1;0;0;1;0;1;;6;30;16;4;2;11;;42;75;0;0;0;14;3;2;1;0;4;7;1;7;0;98;4;2;0;0;0;8;12;5;395;3
56;10;2011;2011m10;20;3;Nova Iguaçu;3303500;Baixada Fluminense;15;0;0;0;9;104;12;5;55;5;2;30;0;85;9;0;0;0;0;1;;6;138;20;11;6;8;;42;87;0;1;0;14;9;1;8;1;19;26;7;35;0;99;6;0;0;0;0;15;94;30;650;3
57;10;2011;2011m10;20;3;Nilópolis;3303203;Baixada Fluminense;4;0;0;0;0;63;4;2;29;10;1;27;2;87;6;0;0;5;0;1;;1;140;9;11;11;4;;65;100;0;0;0;21;1;0;1;0;13;5;0;14;0;58;5;0;0;0;0;4;98;27;576;3
58;10;2011;2011m10;20;3;Nova Iguaçu;3303500;Baixada Fluminense;10;0;0;0;13;186;12;2;62;11;1;40;4;78;4;0;0;6;0;0;;16;160;16;7;9;12;;74;118;0;1;0;12;2;1;1;0;6;16;3;11;0;158;20;0;0;0;0;10;88;40;868;3
59;10;2011;2011m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;9;0;1;0;2;218;7;3;106;7;3;100;20;218;22;0;0;37;0;7;;120;534;33;94;20;53;;221;421;0;3;0;88;46;8;37;4;86;123;19;26;0;186;14;0;0;0;0;10;277;100;1925;3
60;10;2011;2011m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;6;0;0;0;7;126;6;7;51;4;3;40;1;59;8;0;0;4;1;1;;10;131;17;8;6;9;;54;94;2;0;0;15;2;0;2;0;13;22;2;8;0;86;9;1;0;0;0;6;71;40;625;3
61;10;2011;2011m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;3;0;0;0;0;25;0;1;7;1;1;7;1;8;0;0;0;0;0;1;;3;22;1;1;2;0;;16;20;0;0;0;2;0;0;0;0;1;3;0;2;0;25;1;0;0;0;0;3;8;7;126;3
62;10;2011;2011m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;0;0;5;76;5;4;32;2;0;23;5;39;6;0;0;3;0;0;;2;80;4;5;3;4;;24;40;0;0;0;6;12;1;11;0;22;14;7;21;1;62;4;2;0;0;0;4;48;23;405;3
63;10;2011;2011m10;24;3;Japeri;3302270;Baixada Fluminense;2;0;0;0;4;50;2;0;11;3;0;2;0;3;0;0;0;1;0;0;;4;13;1;1;0;3;;14;19;0;0;0;7;12;4;4;5;3;10;5;8;0;24;6;1;0;0;0;2;4;2;200;3
64;10;2011;2011m10;21;3;São João de Meriti;3305109;Baixada Fluminense;8;0;0;1;7;174;13;0;79;10;5;57;10;142;9;0;0;18;1;6;;15;273;41;37;7;40;;128;253;0;2;0;53;11;2;9;1;34;42;7;22;0;164;11;0;0;0;0;9;169;57;1328;3
65;10;2011;2011m10;34;3;Magé;3302502;Baixada Fluminense;1;0;0;0;5;41;2;0;14;1;1;2;1;4;0;0;0;0;0;1;;4;14;2;2;5;4;;23;36;0;0;0;8;3;2;0;1;7;8;0;2;0;35;6;0;0;0;0;1;4;2;248;3
66;10;2011;2011m10;34;3;Magé;3302502;Baixada Fluminense;4;0;0;0;1;95;1;0;29;0;1;10;0;13;2;0;0;1;0;0;;1;28;7;9;1;1;;20;38;0;0;0;8;9;5;3;1;7;12;2;13;0;59;6;0;0;0;0;4;16;10;318;3
67;10;2011;2011m10;34;3;Guapimirim;3301850;Baixada Fluminense;2;0;0;0;0;26;2;1;19;1;2;2;0;2;0;0;0;0;0;0;;0;7;2;0;0;0;;29;31;0;0;0;4;1;0;1;0;0;4;0;2;0;31;0;0;0;0;0;2;2;2;128;3
70;10;2011;2011m10;35;4;Tanguá;3305752;Interior;2;0;0;0;0;10;1;0;10;0;0;3;0;4;0;0;0;0;0;0;;0;7;3;0;0;2;;12;17;0;0;0;1;3;1;2;0;1;4;0;0;1;16;3;1;0;0;0;2;4;3;93;3
71;10;2011;2011m10;35;4;Itaboraí;3301900;Interior;4;0;0;0;11;100;5;5;53;3;3;15;5;27;4;0;0;1;0;2;;6;66;19;12;3;14;;70;118;0;2;0;20;14;7;9;0;18;25;7;22;0;74;3;1;0;0;0;4;32;15;594;3
72;10;2011;2011m10;7;4;São Gonçalo;3304904;Grande Niterói;7;0;0;0;6;113;5;3;36;7;6;23;15;46;4;0;0;3;0;2;;6;112;31;16;5;10;;110;172;0;1;0;30;9;1;7;1;65;16;3;23;0;109;9;0;0;0;0;7;53;23;818;3
73;10;2011;2011m10;7;4;São Gonçalo;3304904;Grande Niterói;7;0;0;0;7;75;6;2;72;4;1;32;1;69;13;0;0;5;0;0;;11;136;18;13;9;6;;74;120;0;3;0;17;9;1;7;1;15;13;5;18;0;67;8;1;0;0;0;7;87;32;591;3
74;10;2011;2011m10;7;4;São Gonçalo;3304904;Grande Niterói;8;0;0;0;13;122;3;1;51;9;0;44;3;180;14;0;0;10;0;0;;10;270;29;42;14;23;;116;224;0;0;0;22;13;3;8;2;12;33;12;18;1;127;7;0;0;0;0;8;204;44;961;3
75;10;2011;2011m10;7;4;São Gonçalo;3304904;Grande Niterói;7;0;0;0;4;56;5;0;28;7;2;13;1;31;4;0;0;3;0;0;;0;61;9;3;3;4;;27;46;0;1;0;2;7;1;4;2;10;11;4;3;0;53;4;0;0;0;0;7;38;13;326;3
76;10;2011;2011m10;12;4;Niterói;3303302;Grande Niterói;2;0;0;0;1;61;2;0;43;5;0;13;0;87;12;0;0;7;0;2;;4;130;30;119;17;22;;127;315;0;12;0;57;5;2;3;0;21;21;9;15;1;60;6;0;0;0;0;2;106;13;874;3
77;10;2011;2011m10;12;4;Niterói;3303302;Grande Niterói;1;0;0;0;0;35;0;2;22;10;0;28;1;55;0;0;0;4;0;0;;6;104;28;29;7;14;;64;142;0;4;0;40;2;0;2;0;17;2;3;38;1;39;0;1;0;0;0;1;59;28;549;3
78;10;2011;2011m10;12;4;Niterói;3303302;Grande Niterói;6;0;0;1;6;50;3;0;32;3;1;25;0;43;14;0;0;3;0;1;;13;103;19;11;8;3;;52;93;0;1;0;10;15;4;9;2;13;20;3;30;1;52;3;0;0;0;0;7;60;25;462;3
79;10;2011;2011m10;12;4;Niterói;3303302;Grande Niterói;2;0;0;0;4;34;3;0;30;2;0;10;0;15;2;0;0;0;0;0;;5;34;12;5;4;5;;33;59;0;0;0;6;8;1;7;0;8;15;4;1;0;50;3;0;0;0;0;2;17;10;255;3
81;10;2011;2011m10;12;4;Niterói;3303302;Grande Niterói;3;0;0;0;0;31;4;2;22;3;4;14;1;14;4;0;0;1;0;0;;3;44;8;2;3;6;;35;54;0;0;0;7;12;1;7;4;5;21;8;4;0;40;2;0;0;0;0;3;19;14;289;3
82;10;2011;2011m10;12;4;Maricá;3302700;Grande Niterói;2;0;0;0;3;44;4;5;67;5;2;5;0;10;2;0;0;1;0;1;;4;30;7;0;2;8;;66;83;0;0;0;6;7;1;4;2;8;15;2;15;1;65;3;0;0;0;0;2;13;5;403;3
88;10;2011;2011m10;10;5;Barra do Pirai;3300308;Interior;0;0;0;0;1;56;2;2;17;2;1;0;0;0;0;0;0;1;0;0;;1;5;1;0;0;2;;25;28;0;0;0;6;10;6;4;0;0;6;0;23;0;41;1;0;0;0;0;0;1;0;226;3
89;10;2011;2011m10;37;5;Resende;3304201;Interior;2;0;0;0;6;76;3;2;32;2;1;3;3;4;0;0;0;0;0;0;;2;15;9;8;1;11;;83;112;0;2;0;11;6;1;3;2;2;23;3;15;0;71;6;0;0;0;0;2;4;3;420;3
90;10;2011;2011m10;28;5;Barra Mansa;3300407;Interior;3;0;1;0;11;60;1;2;19;6;0;1;1;10;0;0;0;0;0;0;;2;20;6;6;1;14;;68;95;0;0;0;16;7;6;1;0;1;37;6;35;1;55;3;0;0;0;0;4;10;1;423;3
91;10;2011;2011m10;10;5;Valença;3306107;Interior;0;0;0;0;3;36;1;2;4;0;0;0;0;2;0;0;0;0;0;0;;1;3;0;0;0;1;;21;22;0;0;0;4;9;3;6;0;0;8;0;9;0;18;0;0;0;0;0;0;2;0;139;3
92;10;2011;2011m10;10;5;Rio das Flores;3304508;Interior;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;2;2;0;0;0;0;1;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;13;3
93;10;2011;2011m10;28;5;Volta Redonda;3306305;Interior;4;0;0;1;8;89;6;3;37;9;0;1;0;10;3;0;0;0;0;0;;2;25;10;16;4;13;;75;118;0;0;0;21;15;5;9;2;6;19;6;47;0;121;8;0;0;0;0;5;13;1;642;3
94;10;2011;2011m10;10;5;Piraí;3304003;Interior;0;0;0;0;0;18;1;3;4;0;0;0;3;1;0;0;0;0;0;0;;1;5;0;4;0;2;;8;14;0;0;0;2;2;1;1;0;2;2;0;4;0;13;1;0;0;0;0;0;1;0;91;3
95;10;2011;2011m10;10;5;Vassouras;3306206;Interior;0;0;0;0;0;16;1;1;6;1;0;0;0;1;0;0;0;0;0;0;;0;2;2;4;0;5;;20;31;0;1;0;3;6;5;1;0;2;2;0;1;0;16;0;0;0;0;0;0;1;0;101;3
96;10;2011;2011m10;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0;0;0;0;0;17;1;2;17;0;0;0;0;0;0;0;0;0;0;0;;0;0;2;2;0;3;;11;18;0;1;0;5;2;1;1;0;0;1;0;9;0;15;1;0;0;0;0;0;0;0;108;3
97;10;2011;2011m10;10;5;Mendes;3302809;Interior;0;0;0;0;0;9;0;0;7;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;7;7;0;0;0;0;6;2;4;0;0;8;0;3;0;6;0;1;0;0;0;0;0;0;52;3
98;10;2011;2011m10;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0;0;0;0;0;8;3;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;4;4;0;0;0;2;8;5;2;1;0;2;1;1;0;12;0;0;0;0;0;0;0;0;46;3
99;10;2011;2011m10;37;5;Itatiaia;3302254;Interior;0;0;0;1;0;26;2;1;8;0;0;0;0;1;0;0;0;0;0;0;;0;1;0;0;0;2;;18;20;0;0;0;0;24;21;3;0;1;8;2;4;0;25;1;0;0;0;0;1;1;0;124;3
100;10;2011;2011m10;37;5;"Porto Real;Quatis";9999992;Interior;0;0;0;0;0;17;3;0;2;1;0;0;0;0;0;0;0;0;0;0;;1;2;0;1;0;3;;15;19;0;0;0;0;4;1;3;0;1;0;0;3;0;11;0;0;0;0;0;0;0;0;79;3
101;10;2011;2011m10;28;5;Pinheiral;3303955;Interior;0;0;0;0;0;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;2;;16;18;0;0;0;0;3;1;2;0;0;2;0;2;0;16;0;0;1;0;0;0;0;0;73;3
104;10;2011;2011m10;30;7;São José do Vale do Rio Preto;3305158;Interior;0;0;0;0;0;8;0;0;2;1;0;0;0;0;0;0;0;0;0;0;;0;1;0;0;0;0;;8;8;0;1;0;0;1;0;1;0;0;7;0;0;0;12;0;0;0;0;0;0;0;0;44;3
105;10;2011;2011m10;26;7;Petrópolis;3303906;Interior;0;0;0;0;2;93;6;1;32;2;3;1;0;8;0;0;0;2;1;0;;6;23;13;23;2;5;;87;130;0;3;1;19;31;8;24;0;10;63;12;34;0;93;7;0;0;0;0;0;10;1;563;3
106;10;2011;2011m10;26;7;Petrópolis;3303906;Interior;1;0;0;0;0;30;0;2;22;4;0;0;0;2;0;0;0;0;0;0;;0;6;5;0;1;0;;32;38;0;0;0;6;1;1;0;0;4;2;0;7;0;25;0;0;0;0;0;1;2;0;170;3
107;10;2011;2011m10;38;7;Paraíba do Sul;3303708;Interior;2;0;0;0;1;16;1;0;14;0;1;0;0;0;0;0;0;0;0;0;;0;1;2;2;0;1;;14;19;0;0;0;1;4;4;0;0;0;4;0;3;0;13;2;0;0;0;0;2;0;0;96;3
108;10;2011;2011m10;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;1;0;0;0;1;47;5;0;18;0;0;0;1;6;0;0;0;0;0;0;;1;8;2;5;0;6;;43;56;0;0;0;5;17;10;6;1;4;23;2;17;0;30;0;0;0;0;0;1;6;0;341;3
109;10;2011;2011m10;38;7;Sapucaia;3305406;Interior;0;0;0;0;3;5;2;2;21;0;0;2;1;0;0;0;0;0;0;0;;1;4;0;0;1;0;;4;5;0;0;0;0;3;3;0;0;0;3;0;2;0;6;0;1;0;0;0;0;0;2;44;3
110;10;2011;2011m10;30;7;Teresópolis;3305802;Interior;0;0;0;0;6;70;5;5;26;2;0;5;0;2;1;0;0;1;0;0;;0;11;4;9;2;2;;54;71;0;4;0;6;39;22;19;2;4;32;17;7;0;83;1;0;0;0;0;0;4;5;410;3
111;10;2011;2011m10;30;7;Sumidouro;3305703;Interior;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;1;;2;4;0;0;0;1;0;0;0;0;0;1;0;0;1;5;0;0;0;0;0;0;0;0;32;3
112;10;2011;2011m10;30;7;Carmo;3301207;Interior;0;0;0;0;0;17;0;1;5;1;0;2;1;0;0;0;0;0;0;0;;0;4;0;0;0;0;;3;3;0;0;0;3;8;2;5;2;3;4;1;1;1;11;2;0;0;0;0;0;0;2;68;3
118;10;2011;2011m10;25;4;Araruama;3300209;Interior;3;0;0;0;2;60;6;6;38;4;0;6;1;3;3;0;0;0;0;0;;2;19;14;4;0;7;;79;104;0;1;0;19;13;11;2;0;0;6;0;12;0;59;4;0;0;0;0;3;6;6;438;3
119;10;2011;2011m10;35;4;Rio Bonito;3304300;Interior;1;0;0;0;1;21;0;2;15;3;1;6;1;0;1;0;0;0;0;0;;0;12;15;1;0;5;;21;42;0;1;0;8;2;2;0;0;0;11;0;6;0;21;0;0;0;0;0;1;1;6;154;3
